"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"04/10/2004","856,45","844,24","856,87","844,24","2,74B","2,46%"
"05/10/2004","861,32","856,48","861,32","852,48","2,16B","0,57%"
"06/10/2004","856,06","858,42","859,32","848,20","2,20B","-0,61%"
"07/10/2004","849,83","854,00","854,00","843,08","1,55B","-0,73%"
"08/10/2004","855,72","848,83","855,72","844,49","2,03B","0,69%"
"11/10/2004","860,14","856,82","863,10","855,56","1,33B","0,52%"
"12/10/2004","849,19","860,28","861,74","846,45","2,09B","-1,27%"
"13/10/2004","863,17","849,87","863,17","848,22","1,82B","1,65%"
"14/10/2004","859,66","860,28","864,62","854,43","1,69B","-0,41%"
"15/10/2004","857,59","856,65","857,68","851,73","1,69B","-0,24%"
"18/10/2004","854,39","856,95","857,98","850,67","1,33B","-0,37%"
"19/10/2004","853,39","856,53","859,42","850,37","978,06M","-0,12%"
"20/10/2004","840,79","852,64","852,64","834,53","1,55B","-1,48%"
"21/10/2004","834,17","841,45","841,54","824,60","1,33B","-0,79%"
"22/10/2004","850,77","835,21","850,77","832,82","1,18B","1,99%"
"25/10/2004","846,63","846,50","848,26","840,30","1,01B","-0,49%"
"26/10/2004","841,35","844,79","845,77","837,08","833,68M","-0,62%"
"27/10/2004","849,18","844,47","849,84","844,40","733,41M","0,93%"
"28/10/2004","862,12","854,61","862,12","851,24","1,79B","1,52%"
"29/10/2004","860,49","859,29","861,68","856,07","1,56B","-0,19%"
"01/11/2004","863,59","860,65","863,59","857,57","982,55M","0,36%"
"02/11/2004","881,40","863,56","883,83","863,56","1,78B","2,06%"
"03/11/2004","890,37","883,61","891,36","879,29","1,28B","1,02%"
"04/11/2004","888,34","891,93","893,19","881,63","1,16B","-0,23%"
"05/11/2004","893,64","894,46","895,10","884,57","745,33M","0,60%"
"08/11/2004","888,74","886,67","888,74","881,37","533,00M","-0,55%"
"09/11/2004","901,38","890,49","901,38","889,68","757,56M","1,42%"
"10/11/2004","918,71","902,23","918,71","902,23","1,75B","1,92%"
"11/11/2004","925,18","919,24","926,10","916,91","1,13B","0,70%"
"12/11/2004","934,03","928,91","937,88","927,42","1,53B","0,96%"
"22/11/2004","939,99","936,32","941,74","935,57","1,03B","0,64%"
"23/11/2004","959,02","940,06","959,02","940,06","2,05B","2,02%"
"24/11/2004","961,32","961,55","968,94","952,93","2,66B","0,24%"
"25/11/2004","955,68","958,88","958,88","947,01","1,65B","-0,59%"
"26/11/2004","965,22","954,94","965,22","954,94","1,72B","1,00%"
"29/11/2004","964,09","966,18","966,85","960,36","1,78B","-0,12%"
"30/11/2004","977,77","964,65","977,77","964,65","1,73B","1,42%"
"01/12/2004","986,20","977,83","986,20","974,31","1,88B","0,86%"
"02/12/2004","997,70","996,40","1.003,50","990,13","4,11B","1,17%"
"03/12/2004","981,41","1.000,17","1.000,34","977,77","1,96B","-1,63%"
"06/12/2004","983,20","981,38","983,37","974,39","1,27B","0,18%"
"07/12/2004","986,41","984,00","987,79","975,28","1,25B","0,33%"
"08/12/2004","979,22","981,98","989,10","973,36","2,18B","-0,73%"
"09/12/2004","963,80","974,69","974,69","955,71","1,61B","-1,57%"
"10/12/2004","945,23","951,74","951,74","933,13","1,84B","-1,93%"
"13/12/2004","935,78","944,09","946,21","929,77","1,09B","-1,00%"
"14/12/2004","922,07","935,79","936,74","910,99","1,32B","-1,47%"
"15/12/2004","939,15","921,90","939,15","920,72","1,50B","1,85%"
"16/12/2004","957,17","941,27","957,17","941,27","2,24B","1,92%"
"17/12/2004","973,35","959,55","973,35","959,55","1,38B","1,69%"
"20/12/2004","966,81","971,38","971,38","960,77","1,47B","-0,67%"
"21/12/2004","976,32","965,57","976,32","962,08","1,18B","0,98%"
"22/12/2004","985,18","980,97","985,38","980,80","1,57B","0,91%"
"23/12/2004","986,51","986,50","987,17","981,01","912,18M","0,14%"
"27/12/2004","997,52","985,25","997,52","984,70","983,96M","1,12%"
"28/12/2004","1.003,92","998,67","1.003,92","992,14","839,95M","0,64%"
"29/12/2004","1.004,43","1.006,28","1.007,50","996,64","1,41B","0,05%"
"30/12/2004","1.000,23","1.001,86","1.003,51","995,19","784,00M","-0,42%"
"03/01/2005","1.000,88","1.000,55","1.002,37","994,53","458,44M","0,06%"
"04/01/2005","1.018,54","1.002,27","1.019,07","1.002,27","1,65B","1,76%"
"05/01/2005","1.015,43","1.016,41","1.025,38","1.013,37","2,27B","-0,31%"
"06/01/2005","1.029,89","1.014,87","1.029,89","1.014,87","2,09B","1,42%"
"07/01/2005","1.032,53","1.034,30","1.038,82","1.028,34","2,35B","0,26%"
"10/01/2005","1.015,48","1.028,27","1.028,27","1.010,37","2,01B","-1,65%"
"11/01/2005","1.011,67","1.013,39","1.013,89","1.005,20","1,26B","-0,38%"
"12/01/2005","1.008,58","1.008,76","1.012,42","1.004,78","1,33B","-0,31%"
"13/01/2005","1.021,67","1.010,12","1.022,28","1.010,12","2,24B","1,30%"
"14/01/2005","1.021,34","1.021,02","1.027,33","1.017,89","1,44B","-0,03%"
"17/01/2005","1.024,88","1.024,14","1.029,65","1.022,67","1,73B","0,35%"
"18/01/2005","1.017,73","1.025,12","1.025,83","1.012,94","1,08B","-0,70%"
"19/01/2005","1.027,81","1.019,50","1.028,19","1.019,50","2,69B","0,99%"
"20/01/2005","1.035,75","1.030,03","1.037,01","1.027,33","1,99B","0,77%"
"24/01/2005","1.030,72","1.033,23","1.033,59","1.026,97","1,13B","-0,49%"
"25/01/2005","1.026,89","1.029,15","1.032,48","1.023,16","1,00B","-0,37%"
"26/01/2005","1.037,51","1.028,99","1.037,51","1.028,99","1,83B","1,03%"
"27/01/2005","1.044,99","1.037,09","1.048,46","1.037,09","2,70B","0,72%"
"28/01/2005","1.046,48","1.046,36","1.049,13","1.042,05","1,74B","0,14%"
"31/01/2005","1.045,43","1.045,45","1.045,45","1.040,45","1,70B","-0,10%"
"01/02/2005","1.047,53","1.046,10","1.049,96","1.045,12","1,72B","0,20%"
"02/02/2005","1.052,83","1.048,54","1.058,77","1.048,54","2,00B","0,51%"
"03/02/2005","1.049,33","1.055,29","1.055,29","1.037,07","1,43B","-0,33%"
"04/02/2005","1.048,39","1.046,37","1.052,86","1.043,59","977,54M","-0,09%"
"07/02/2005","1.041,63","1.050,02","1.051,39","1.037,83","871,86M","-0,64%"
"08/02/2005","1.036,60","1.040,08","1.041,14","1.034,15","1,27B","-0,48%"
"11/02/2005","1.045,87","1.037,40","1.045,87","1.037,40","644,79M","0,89%"
"14/02/2005","1.050,73","1.049,32","1.054,82","1.049,11","1,28B","0,46%"
"15/02/2005","1.067,20","1.052,50","1.067,65","1.051,92","2,02B","1,57%"
"16/02/2005","1.073,44","1.067,73","1.073,44","1.067,73","2,01B","0,58%"
"17/02/2005","1.082,98","1.075,50","1.087,86","1.075,50","3,35B","0,89%"
"18/02/2005","1.092,49","1.082,33","1.092,49","1.079,69","1,61B","0,88%"
"21/02/2005","1.093,78","1.093,92","1.097,70","1.087,84","2,48B","0,12%"
"22/02/2005","1.099,91","1.094,37","1.100,37","1.092,26","2,35B","0,56%"
"23/02/2005","1.102,93","1.094,87","1.108,92","1.092,43","2,50B","0,27%"
"24/02/2005","1.102,02","1.104,42","1.109,48","1.096,42","1,63B","-0,08%"
"25/02/2005","1.083,38","1.103,62","1.105,18","1.081,07","1,39B","-1,69%"
"28/02/2005","1.073,83","1.081,98","1.081,98","1.066,43","1,23B","-0,88%"
"01/03/2005","1.093,28","1.074,25","1.096,98","1.074,25","1,90B","1,81%"
"02/03/2005","1.082,75","1.093,84","1.094,29","1.079,73","1,87B","-0,96%"
"03/03/2005","1.094,60","1.082,91","1.096,49","1.082,91","2,30B","1,09%"
"04/03/2005","1.103,01","1.095,88","1.106,26","1.095,58","2,17B","0,77%"
"07/03/2005","1.105,30","1.105,08","1.106,98","1.099,78","1,68B","0,21%"
"08/03/2005","1.114,21","1.105,31","1.117,30","1.104,57","1,93B","0,81%"
"09/03/2005","1.116,81","1.115,27","1.116,81","1.111,02","1,86B","0,23%"
"10/03/2005","1.108,05","1.111,93","1.112,13","1.103,61","2,42B","-0,78%"
"14/03/2005","1.123,48","1.118,03","1.124,84","1.104,68","2,21B","1,39%"
"15/03/2005","1.119,00","1.123,86","1.125,94","1.112,10","2,50B","-0,40%"
"16/03/2005","1.138,23","1.124,65","1.138,45","1.124,18","3,36B","1,72%"
"17/03/2005","1.134,59","1.137,75","1.139,61","1.127,89","4,27B","-0,32%"
"18/03/2005","1.147,87","1.135,71","1.147,87","1.135,71","3,86B","1,17%"
"21/03/2005","1.151,56","1.150,25","1.155,68","1.147,27","171,59M","0,32%"
"22/03/2005","1.152,60","1.154,72","1.156,96","1.138,85","2,74B","0,09%"
"23/03/2005","1.142,15","1.148,32","1.148,32","1.139,16","2,59B","-0,91%"
"24/03/2005","1.114,55","1.137,65","1.137,65","1.109,48","2,56B","-2,42%"
"28/03/2005","1.100,24","1.111,49","1.120,22","1.096,63","1,89B","-1,28%"
"29/03/2005","1.070,30","1.093,12","1.093,12","1.056,55","2,93B","-2,72%"
"30/03/2005","1.065,13","1.061,87","1.085,93","1.057,94","2,63B","-0,48%"
"31/03/2005","1.080,16","1.076,58","1.080,16","1.067,44","2,07B","1,41%"
"01/04/2005","1.095,07","1.081,52","1.095,85","1.081,52","1,48B","1,38%"
"04/04/2005","1.100,20","1.096,88","1.100,20","1.092,36","827,81M","0,47%"
"05/04/2005","1.096,53","1.101,31","1.103,53","1.089,64","1,23B","-0,33%"
"06/04/2005","1.103,29","1.097,02","1.103,29","1.095,85","990,38M","0,62%"
"07/04/2005","1.111,62","1.105,14","1.112,33","1.104,27","1,53B","0,76%"
"08/04/2005","1.111,23","1.113,49","1.114,26","1.107,35","1,52B","-0,04%"
"11/04/2005","1.105,98","1.109,40","1.109,62","1.098,66","986,61M","-0,47%"
"12/04/2005","1.110,88","1.104,90","1.110,88","1.100,13","1,19B","0,44%"
"13/04/2005","1.116,67","1.112,20","1.121,46","1.110,63","1,63B","0,52%"
"14/04/2005","1.108,44","1.115,94","1.115,94","1.104,32","995,93M","-0,74%"
"15/04/2005","1.096,52","1.102,47","1.102,47","1.093,93","983,55M","-1,08%"
"18/04/2005","1.060,19","1.085,14","1.085,14","1.056,62","1,55B","-3,31%"
"19/04/2005","1.062,69","1.064,62","1.067,50","1.054,40","1,21B","0,24%"
"20/04/2005","1.070,95","1.067,38","1.070,95","1.065,25","758,88M","0,78%"
"21/04/2005","1.047,80","1.060,57","1.060,57","1.040,97","1,34B","-2,16%"
"25/04/2005","1.019,88","1.047,21","1.047,21","1.011,38","1,23B","-2,66%"
"26/04/2005","1.031,77","1.024,08","1.031,77","1.012,21","1,49B","1,17%"
"27/04/2005","1.032,22","1.034,80","1.038,39","1.029,47","1,15B","0,04%"
"28/04/2005","1.038,36","1.032,09","1.040,13","1.031,95","1,55B","0,59%"
"29/04/2005","1.029,61","1.031,00","1.031,00","1.022,02","864,65M","-0,84%"
"02/05/2005","1.026,52","1.031,10","1.032,93","1.022,75","648,12M","-0,30%"
"03/05/2005","1.033,50","1.021,93","1.033,50","1.021,40","803,16M","0,68%"
"04/05/2005","1.049,58","1.037,33","1.051,41","1.037,01","1,06B","1,56%"
"06/05/2005","1.068,28","1.053,63","1.069,68","1.053,63","1,13B","1,78%"
"09/05/2005","1.080,21","1.066,94","1.080,21","1.066,94","1,14B","1,12%"
"10/05/2005","1.071,16","1.080,36","1.080,95","1.067,31","1,07B","-0,84%"
"11/05/2005","1.057,08","1.062,09","1.062,09","1.054,82","1,01B","-1,31%"
"12/05/2005","1.063,83","1.057,12","1.064,60","1.056,92","1,07B","0,64%"
"13/05/2005","1.059,27","1.059,01","1.064,32","1.055,98","1,02B","-0,43%"
"16/05/2005","1.048,79","1.058,05","1.058,46","1.046,53","737,98M","-0,99%"
"17/05/2005","1.045,77","1.051,90","1.053,58","1.034,97","894,34M","-0,29%"
"18/05/2005","1.040,26","1.048,07","1.049,03","1.038,21","726,99M","-0,53%"
